utc_time,temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2012-04-15 14:00:00+00:00,21.42,72.07,573.0,748.61,124.0,406.6,2.62,78.0,86220.0
2012-04-15 15:00:00+00:00,22.18,67.16,788.0,825.64,141.0,405.78,2.93,116.0,86150.0
2012-04-15 16:00:00+00:00,22.94,62.26,944.0,865.66,151.0,404.97,3.24,154.0,86079.0
2012-04-15 17:00:00+00:00,23.7,57.35,1029.0,882.55,157.0,404.15,3.54,192.0,86008.0
2012-04-15 18:00:00+00:00,23.43,60.54,796.0,277.48,520.0,403.23,3.43,202.0,85926.0
2012-04-15 19:00:00+00:00,23.15,63.72,961.0,862.64,154.0,402.32,3.31,211.0,85844.0
2012-04-15 20:00:00+00:00,22.88,66.91,814.0,820.08,146.0,401.4,3.19,220.0,85762.0
2012-04-15 21:00:00+00:00,21.68,74.26,609.0,746.79,131.0,401.35,2.76,224.0,85790.0
2012-04-15 22:00:00+00:00,20.49,81.62,365.0,606.2,108.0,401.3,2.33,228.0,85818.0
2012-04-15 23:00:00+00:00,19.3,88.97,123.0,326.1,64.0,401.25,1.9,233.0,85847.0
2012-04-16 00:00:00+00:00,18.45,92.65,0.0,0.0,0.0,404.37,2.04,260.0,85929.0
2012-04-16 01:00:00+00:00,17.6,96.32,0.0,0.0,0.0,407.48,2.17,288.0,86011.0
2012-04-16 02:00:00+00:00,16.75,100.0,0.0,0.0,0.0,410.6,2.3,315.0,86093.0
2012-04-16 03:00:00+00:00,16.36,100.0,0.0,0.0,0.0,412.72,2.31,340.0,86093.0
2012-04-16 04:00:00+00:00,15.96,100.0,0.0,0.0,0.0,414.83,2.31,5.0,86093.0
2012-04-16 05:00:00+00:00,15.56,100.0,0.0,0.0,0.0,416.95,2.32,30.0,86093.0
2012-04-16 06:00:00+00:00,15.21,100.0,0.0,0.0,0.0,416.97,2.23,32.0,86031.0
2012-04-16 07:00:00+00:00,14.85,100.0,0.0,0.0,0.0,416.98,2.13,34.0,85968.0
2012-04-16 08:00:00+00:00,14.5,100.0,0.0,0.0,0.0,417.0,2.04,36.0,85906.0
2012-04-16 09:00:00+00:00,14.9,100.0,0.0,0.0,0.0,416.12,2.0,38.0,85934.0
2012-04-16 10:00:00+00:00,15.3,100.0,0.0,0.0,0.0,415.23,1.95,41.0,85963.0
2012-04-16 11:00:00+00:00,15.7,100.0,0.0,0.0,0.0,414.35,1.9,43.0,85991.0
2012-04-16 12:00:00+00:00,17.54,93.09,81.0,256.46,47.0,412.33,2.35,51.0,86019.0
2012-04-16 13:00:00+00:00,19.38,86.18,323.0,599.42,96.0,410.32,2.8,58.0,86048.0
2012-04-16 14:00:00+00:00,21.23,79.27,572.0,745.33,124.0,408.3,3.26,66.0,86076.0
2012-04-16 15:00:00+00:00,22.02,73.82,785.0,820.87,141.0,406.6,3.38,108.0,86011.0
2012-04-16 16:00:00+00:00,22.82,68.36,941.0,860.81,152.0,404.9,3.51,150.0,85946.0
2012-04-16 17:00:00+00:00,23.61,62.91,1026.0,879.36,157.0,403.2,3.64,192.0,85881.0
2012-04-16 18:00:00+00:00,23.16,64.71,1031.0,877.78,158.0,402.22,3.48,205.0,85818.0
2012-04-16 19:00:00+00:00,22.7,66.51,776.0,343.25,455.0,401.23,3.31,218.0,85756.0
2012-04-16 20:00:00+00:00,22.25,68.31,811.0,816.84,146.0,400.25,3.14,232.0,85694.0
2012-04-16 21:00:00+00:00,21.13,75.56,606.0,741.07,132.0,400.12,2.81,239.0,85731.0
2012-04-16 22:00:00+00:00,20.01,82.82,364.0,604.36,108.0,399.98,2.48,246.0,85768.0
2012-04-16 23:00:00+00:00,18.9,90.07,122.0,320.9,64.0,399.85,2.15,253.0,85804.0
2012-04-17 00:00:00+00:00,18.34,92.82,0.0,0.0,0.0,401.15,2.28,274.0,85858.0
2012-04-17 01:00:00+00:00,17.79,95.57,0.0,0.0,0.0,402.45,2.41,295.0,85912.0
2012-04-17 02:00:00+00:00,17.23,98.32,0.0,0.0,0.0,403.75,2.54,316.0,85966.0
2012-04-17 03:00:00+00:00,16.76,98.88,0.0,0.0,0.0,406.87,2.51,336.0,85985.0
2012-04-17 04:00:00+00:00,16.29,99.44,0.0,0.0,0.0,409.98,2.48,356.0,86005.0
2012-04-17 05:00:00+00:00,15.81,100.0,0.0,0.0,0.0,413.1,2.46,16.0,86025.0
2012-04-17 06:00:00+00:00,15.49,100.0,0.0,0.0,0.0,415.47,2.2,22.0,85988.0
2012-04-17 07:00:00+00:00,15.16,100.0,0.0,0.0,0.0,417.83,1.94,27.0,85951.0
2012-04-17 08:00:00+00:00,14.83,100.0,0.0,0.0,0.0,420.2,1.68,32.0,85915.0
2012-04-17 09:00:00+00:00,15.23,100.0,0.0,0.0,0.0,420.38,1.54,37.0,85940.0
2012-04-17 10:00:00+00:00,15.64,100.0,0.0,0.0,0.0,420.57,1.39,42.0,85966.0
2012-04-17 11:00:00+00:00,16.04,100.0,0.0,0.0,0.0,420.75,1.24,46.0,85991.0
2012-04-17 12:00:00+00:00,18.05,91.11,58.0,89.19,46.0,416.43,1.53,59.0,86008.0
2012-04-17 13:00:00+00:00,20.06,82.22,324.0,596.85,97.0,412.12,1.81,72.0,86025.0
2012-04-17 14:00:00+00:00,22.08,73.33,452.0,305.49,268.0,407.8,2.1,85.0,86042.0
2012-04-17 15:00:00+00:00,22.45,70.26,784.0,818.71,141.0,406.67,2.21,127.0,85991.0
2012-04-17 16:00:00+00:00,22.82,67.19,938.0,857.09,152.0,405.53,2.33,170.0,85940.0
2012-04-17 17:00:00+00:00,23.18,64.12,1020.0,873.18,157.0,404.4,2.44,212.0,85889.0
2012-04-17 18:00:00+00:00,22.56,68.45,1024.0,870.87,158.0,404.27,2.36,220.0,85841.0
2012-04-17 19:00:00+00:00,21.94,72.78,949.0,850.43,154.0,404.13,2.29,228.0,85793.0
2012-04-17 20:00:00+00:00,21.32,77.11,803.0,807.47,146.0,404.0,2.21,236.0,85745.0
2012-04-17 21:00:00+00:00,20.25,83.89,537.0,470.94,236.0,405.03,1.97,246.0,85790.0
2012-04-17 22:00:00+00:00,19.19,90.66,201.0,63.8,174.0,406.07,1.73,256.0,85835.0
2012-04-17 23:00:00+00:00,18.13,97.44,89.0,94.15,72.0,407.1,1.49,266.0,85881.0
2012-04-18 00:00:00+00:00,17.6,98.29,0.0,0.0,0.0,409.95,1.43,281.0,85934.0
2012-04-18 01:00:00+00:00,17.08,99.15,0.0,0.0,0.0,412.8,1.37,296.0,85988.0
2012-04-18 02:00:00+00:00,16.55,100.0,0.0,0.0,0.0,415.65,1.31,311.0,86042.0
2012-04-18 03:00:00+00:00,16.14,100.0,0.0,0.0,0.0,417.67,1.47,327.0,86034.0
2012-04-18 04:00:00+00:00,15.73,100.0,0.0,0.0,0.0,419.68,1.63,343.0,86025.0
2012-04-18 05:00:00+00:00,15.31,100.0,0.0,0.0,0.0,421.7,1.79,358.0,86017.0
2012-04-18 06:00:00+00:00,15.27,100.0,0.0,0.0,0.0,421.85,1.6,8.0,85971.0
2012-04-18 07:00:00+00:00,15.23,100.0,0.0,0.0,0.0,422.0,1.41,17.0,85926.0
2012-04-18 08:00:00+00:00,15.19,100.0,0.0,0.0,0.0,422.15,1.21,26.0,85881.0
2012-04-18 09:00:00+00:00,15.49,100.0,0.0,0.0,0.0,421.45,1.04,32.0,85903.0
2012-04-18 10:00:00+00:00,15.78,100.0,0.0,0.0,0.0,420.75,0.86,37.0,85926.0
2012-04-18 11:00:00+00:00,16.08,100.0,0.0,0.0,0.0,420.05,0.69,42.0,85949.0
2012-04-18 12:00:00+00:00,17.06,97.95,83.0,263.81,47.0,421.0,1.18,54.0,86005.0
2012-04-18 13:00:00+00:00,18.05,95.91,163.0,41.9,147.0,421.95,1.66,66.0,86062.0
2012-04-18 14:00:00+00:00,19.04,93.86,568.0,735.69,124.0,422.9,2.15,78.0,86118.0
2012-04-18 15:00:00+00:00,19.19,90.87,416.0,62.33,367.0,421.72,2.16,120.0,86084.0
2012-04-18 16:00:00+00:00,19.34,87.89,739.0,298.65,465.0,420.53,2.16,162.0,86051.0
2012-04-18 17:00:00+00:00,19.49,84.9,811.0,304.52,510.0,419.35,2.17,204.0,86017.0
2012-04-18 18:00:00+00:00,18.92,87.52,513.0,49.29,464.0,419.2,1.78,212.0,85960.0
2012-04-18 19:00:00+00:00,18.34,90.14,398.0,27.82,372.0,419.05,1.4,221.0,85903.0
2012-04-18 20:00:00+00:00,17.76,92.76,231.0,11.07,222.0,418.9,1.02,229.0,85847.0
2012-04-18 21:00:00+00:00,17.26,95.17,149.0,0.0,149.0,419.92,1.22,260.0,85872.0
2012-04-18 22:00:00+00:00,16.76,97.59,38.0,0.0,38.0,420.93,1.42,291.0,85898.0
2012-04-18 23:00:00+00:00,16.26,100.0,52.0,0.0,52.0,421.95,1.61,322.0,85923.0
2012-04-19 00:00:00+00:00,15.9,100.0,0.0,0.0,0.0,423.93,1.54,336.0,85980.0
2012-04-19 01:00:00+00:00,15.55,100.0,0.0,0.0,0.0,425.92,1.48,350.0,86036.0
2012-04-19 02:00:00+00:00,15.2,100.0,0.0,0.0,0.0,427.9,1.41,3.0,86093.0
2012-04-19 03:00:00+00:00,15.03,100.0,0.0,0.0,0.0,426.5,1.37,14.0,86079.0
2012-04-19 04:00:00+00:00,14.86,100.0,0.0,0.0,0.0,425.1,1.32,24.0,86065.0
2012-04-19 05:00:00+00:00,14.69,100.0,0.0,0.0,0.0,423.7,1.28,34.0,86051.0
2012-04-19 06:00:00+00:00,14.63,100.0,0.0,0.0,0.0,423.42,1.16,39.0,86002.0
2012-04-19 07:00:00+00:00,14.56,100.0,0.0,0.0,0.0,423.13,1.03,45.0,85954.0
2012-04-19 08:00:00+00:00,14.5,100.0,0.0,0.0,0.0,422.85,0.91,50.0,85906.0
2012-04-19 09:00:00+00:00,14.83,100.0,0.0,0.0,0.0,422.2,1.03,55.0,85929.0
2012-04-19 10:00:00+00:00,15.17,100.0,0.0,0.0,0.0,421.55,1.15,60.0,85951.0
2012-04-19 11:00:00+00:00,15.5,100.0,0.0,0.0,0.0,420.9,1.27,64.0,85974.0
2012-04-19 12:00:00+00:00,16.64,99.5,83.0,253.0,48.0,419.57,1.52,76.0,86014.0
2012-04-19 13:00:00+00:00,17.78,99.0,322.0,586.8,97.0,418.23,1.77,87.0,86053.0
2012-04-19 14:00:00+00:00,18.92,98.5,567.0,732.65,124.0,416.9,2.01,99.0,86093.0
2012-04-19 15:00:00+00:00,19.07,94.07,777.0,808.2,141.0,416.05,1.96,129.0,86053.0
2012-04-19 16:00:00+00:00,19.22,89.63,683.0,218.99,482.0,415.2,1.9,160.0,86014.0
2012-04-19 17:00:00+00:00,19.36,85.2,271.0,15.17,256.0,414.35,1.85,191.0,85974.0
2012-04-19 18:00:00+00:00,19.04,87.32,389.0,22.13,367.0,414.35,1.81,197.0,85912.0
2012-04-19 19:00:00+00:00,18.72,89.43,300.0,16.06,285.0,414.35,1.77,203.0,85850.0
2012-04-19 20:00:00+00:00,18.4,91.55,210.0,8.61,203.0,414.35,1.74,209.0,85787.0
2012-04-19 21:00:00+00:00,17.79,94.37,217.0,10.97,210.0,414.03,1.6,216.0,85813.0
2012-04-19 22:00:00+00:00,17.18,97.18,90.0,0.0,90.0,413.72,1.45,223.0,85838.0
2012-04-19 23:00:00+00:00,16.58,100.0,58.0,0.0,58.0,413.4,1.31,229.0,85864.0
2012-04-20 00:00:00+00:00,16.56,100.0,0.0,0.0,0.0,414.08,1.46,279.0,85909.0
2012-04-20 01:00:00+00:00,16.55,100.0,0.0,0.0,0.0,414.77,1.6,328.0,85954.0
2012-04-20 02:00:00+00:00,16.53,100.0,0.0,0.0,0.0,415.45,1.75,18.0,86000.0
2012-04-20 03:00:00+00:00,16.36,100.0,0.0,0.0,0.0,416.07,1.72,26.0,85997.0
2012-04-20 04:00:00+00:00,16.19,100.0,0.0,0.0,0.0,416.68,1.7,34.0,85994.0
2012-04-20 05:00:00+00:00,16.01,100.0,0.0,0.0,0.0,417.3,1.67,41.0,85991.0
2012-04-20 06:00:00+00:00,15.94,100.0,0.0,0.0,0.0,417.9,1.45,40.0,85940.0
2012-04-20 07:00:00+00:00,15.86,100.0,0.0,0.0,0.0,418.5,1.23,38.0,85889.0
2012-04-20 08:00:00+00:00,15.79,100.0,0.0,0.0,0.0,419.1,1.01,37.0,85838.0
2012-04-20 09:00:00+00:00,16.04,100.0,0.0,0.0,0.0,418.9,1.04,41.0,85852.0
2012-04-20 10:00:00+00:00,16.3,100.0,0.0,0.0,0.0,418.7,1.08,45.0,85867.0
2012-04-20 11:00:00+00:00,16.55,100.0,0.0,0.0,0.0,418.5,1.12,49.0,85881.0
2012-04-20 12:00:00+00:00,17.68,96.86,85.0,263.96,48.0,415.37,1.45,51.0,85932.0
2012-04-20 13:00:00+00:00,18.81,93.71,325.0,592.35,97.0,412.23,1.79,53.0,85983.0
2012-04-20 14:00:00+00:00,19.94,90.57,569.0,732.98,125.0,409.1,2.12,54.0,86034.0
2012-04-20 15:00:00+00:00,20.48,85.41,779.0,808.75,142.0,408.62,2.01,109.0,85988.0
2012-04-20 16:00:00+00:00,21.02,80.24,932.0,848.43,153.0,408.13,1.9,163.0,85943.0
2012-04-20 17:00:00+00:00,21.55,75.08,546.0,61.71,485.0,407.65,1.79,218.0,85898.0
2012-04-20 18:00:00+00:00,21.13,77.19,549.0,83.52,466.0,407.48,1.73,221.0,85833.0
2012-04-20 19:00:00+00:00,20.7,79.29,724.0,261.35,480.0,407.32,1.67,225.0,85768.0
2012-04-20 20:00:00+00:00,20.27,81.4,95.0,0.0,95.0,407.15,1.61,228.0,85702.0
2012-04-20 21:00:00+00:00,19.34,86.63,92.0,0.0,92.0,408.12,1.45,233.0,85722.0
2012-04-20 22:00:00+00:00,18.41,91.86,70.0,0.0,70.0,409.08,1.29,237.0,85742.0
2012-04-20 23:00:00+00:00,17.48,97.09,39.0,0.0,39.0,410.05,1.13,242.0,85762.0
2012-04-21 00:00:00+00:00,17.17,98.06,0.0,0.0,0.0,410.6,1.26,197.0,85816.0
2012-04-21 01:00:00+00:00,16.87,99.03,0.0,0.0,0.0,411.15,1.38,153.0,85869.0
2012-04-21 02:00:00+00:00,16.56,100.0,0.0,0.0,0.0,411.7,1.5,108.0,85923.0
2012-04-21 03:00:00+00:00,16.12,100.0,0.0,0.0,0.0,412.03,1.31,101.0,85918.0
2012-04-21 04:00:00+00:00,15.68,100.0,0.0,0.0,0.0,412.37,1.12,94.0,85912.0
2012-04-21 05:00:00+00:00,15.23,100.0,0.0,0.0,0.0,412.7,0.92,87.0,85906.0
2012-04-21 06:00:00+00:00,15.16,100.0,0.0,0.0,0.0,413.07,0.82,93.0,85861.0
2012-04-21 07:00:00+00:00,15.09,100.0,0.0,0.0,0.0,413.43,0.71,100.0,85816.0
2012-04-21 08:00:00+00:00,15.02,100.0,0.0,0.0,0.0,413.8,0.61,106.0,85770.0
2012-04-21 09:00:00+00:00,15.25,100.0,0.0,0.0,0.0,415.05,0.73,110.0,85796.0
2012-04-21 10:00:00+00:00,15.49,100.0,0.0,0.0,0.0,416.3,0.85,113.0,85821.0
2012-04-21 11:00:00+00:00,15.72,100.0,0.0,0.0,0.0,417.55,0.97,117.0,85847.0
2012-04-21 12:00:00+00:00,17.09,95.69,86.0,267.68,48.0,416.63,0.86,152.0,85886.0
2012-04-21 13:00:00+00:00,18.46,91.39,324.0,587.57,97.0,415.72,0.75,186.0,85926.0
2012-04-21 14:00:00+00:00,19.84,87.08,567.0,728.43,125.0,414.8,0.65,221.0,85966.0
2012-04-21 15:00:00+00:00,19.9,85.76,320.0,25.37,300.0,414.82,0.76,220.0,85937.0
2012-04-21 16:00:00+00:00,19.96,84.45,927.0,842.72,153.0,414.83,0.88,220.0,85909.0
2012-04-21 17:00:00+00:00,20.01,83.13,769.0,248.88,523.0,414.85,0.99,219.0,85881.0
2012-04-21 18:00:00+00:00,19.78,84.68,359.0,20.13,339.0,414.15,0.91,226.0,85827.0
2012-04-21 19:00:00+00:00,19.54,86.24,525.0,71.8,458.0,413.45,0.83,233.0,85773.0
2012-04-21 20:00:00+00:00,19.3,87.79,277.0,16.02,264.0,412.75,0.74,240.0,85719.0
2012-04-21 21:00:00+00:00,18.39,91.86,145.0,0.0,145.0,412.9,0.53,254.0,85745.0
2012-04-21 22:00:00+00:00,17.48,95.93,139.0,0.0,139.0,413.05,0.31,267.0,85770.0
2012-04-21 23:00:00+00:00,16.58,100.0,74.0,22.21,70.0,413.2,0.1,281.0,85796.0
2012-04-22 00:00:00+00:00,16.12,100.0,0.0,0.0,0.0,415.2,0.27,311.0,85847.0
2012-04-22 01:00:00+00:00,15.67,100.0,0.0,0.0,0.0,417.2,0.45,341.0,85898.0
2012-04-22 02:00:00+00:00,15.21,100.0,0.0,0.0,0.0,419.2,0.62,11.0,85949.0
2012-04-22 03:00:00+00:00,15.05,100.0,0.0,0.0,0.0,419.17,0.57,10.0,85940.0
2012-04-22 04:00:00+00:00,14.88,100.0,0.0,0.0,0.0,419.13,0.51,8.0,85932.0
2012-04-22 05:00:00+00:00,14.71,100.0,0.0,0.0,0.0,419.1,0.46,7.0,85923.0
2012-04-22 06:00:00+00:00,14.67,100.0,0.0,0.0,0.0,420.05,0.58,350.0,85869.0
2012-04-22 07:00:00+00:00,14.63,100.0,0.0,0.0,0.0,421.0,0.7,332.0,85816.0
2012-04-22 08:00:00+00:00,14.59,100.0,0.0,0.0,0.0,421.95,0.83,315.0,85762.0
2012-04-22 09:00:00+00:00,14.91,100.0,0.0,0.0,0.0,421.05,0.66,312.0,85790.0
2012-04-22 10:00:00+00:00,15.23,100.0,0.0,0.0,0.0,420.15,0.5,310.0,85818.0
2012-04-22 11:00:00+00:00,15.55,100.0,0.0,0.0,0.0,419.25,0.33,308.0,85847.0
2012-04-22 12:00:00+00:00,16.92,99.09,88.0,271.41,49.0,417.02,0.57,284.0,85906.0
2012-04-22 13:00:00+00:00,18.29,98.19,327.0,590.65,98.0,414.78,0.82,261.0,85966.0
2012-04-22 14:00:00+00:00,19.66,97.28,570.0,732.19,125.0,412.55,1.06,237.0,86025.0
2012-04-22 15:00:00+00:00,19.79,94.4,779.0,806.21,143.0,412.15,1.25,240.0,86000.0
2012-04-22 16:00:00+00:00,19.92,91.51,345.0,20.68,326.0,411.75,1.44,242.0,85974.0
2012-04-22 17:00:00+00:00,20.04,88.63,350.0,20.24,330.0,411.35,1.63,245.0,85949.0
2012-04-22 18:00:00+00:00,19.67,90.34,344.0,19.13,325.0,410.25,1.48,245.0,85875.0
2012-04-22 19:00:00+00:00,19.29,92.06,439.0,37.53,404.0,409.15,1.33,245.0,85801.0
2012-04-22 20:00:00+00:00,18.91,93.77,101.0,0.0,101.0,408.05,1.19,245.0,85728.0
2012-04-22 21:00:00+00:00,18.37,95.85,401.0,160.17,299.0,408.22,0.97,244.0,85751.0
2012-04-22 22:00:00+00:00,17.83,97.92,6.0,0.0,6.0,408.38,0.76,243.0,85773.0
2012-04-22 23:00:00+00:00,17.3,100.0,38.0,0.0,38.0,408.55,0.55,241.0,85796.0
2012-04-23 00:00:00+00:00,16.75,100.0,0.0,0.0,0.0,411.47,0.52,243.0,85850.0
2012-04-23 01:00:00+00:00,16.21,100.0,0.0,0.0,0.0,414.38,0.49,244.0,85903.0
2012-04-23 02:00:00+00:00,15.66,100.0,0.0,0.0,0.0,417.3,0.46,245.0,85957.0
2012-04-23 03:00:00+00:00,15.4,100.0,0.0,0.0,0.0,417.7,0.43,249.0,85971.0
2012-04-23 04:00:00+00:00,15.13,100.0,0.0,0.0,0.0,418.1,0.41,252.0,85985.0
2012-04-23 05:00:00+00:00,14.86,100.0,0.0,0.0,0.0,418.5,0.39,256.0,86000.0
2012-04-23 06:00:00+00:00,14.65,100.0,0.0,0.0,0.0,418.18,0.46,266.0,85949.0
2012-04-23 07:00:00+00:00,14.43,100.0,0.0,0.0,0.0,417.87,0.53,276.0,85898.0
2012-04-23 08:00:00+00:00,14.22,100.0,0.0,0.0,0.0,417.55,0.61,287.0,85847.0
2012-04-23 09:00:00+00:00,14.5,100.0,0.0,0.0,0.0,416.95,0.74,298.0,85869.0
2012-04-23 10:00:00+00:00,14.77,100.0,0.0,0.0,0.0,416.35,0.88,310.0,85892.0
2012-04-23 11:00:00+00:00,15.05,100.0,0.0,0.0,0.0,415.75,1.02,322.0,85915.0
2012-04-23 12:00:00+00:00,16.36,100.0,89.0,268.26,50.0,415.63,1.55,333.0,85960.0
2012-04-23 13:00:00+00:00,17.68,100.0,328.0,588.64,99.0,415.52,2.08,344.0,86005.0
2012-04-23 14:00:00+00:00,19.0,100.0,503.0,448.5,230.0,415.4,2.61,356.0,86051.0
2012-04-23 15:00:00+00:00,19.69,93.47,779.0,805.66,143.0,415.05,2.63,315.0,86011.0
2012-04-23 16:00:00+00:00,20.38,86.95,931.0,845.6,154.0,414.7,2.64,274.0,85971.0
2012-04-23 17:00:00+00:00,21.06,80.42,1012.0,862.14,160.0,414.35,2.66,234.0,85932.0
2012-04-23 18:00:00+00:00,20.82,81.51,673.0,144.04,530.0,414.32,2.59,235.0,85861.0
2012-04-23 19:00:00+00:00,20.58,82.61,943.0,843.16,157.0,414.28,2.52,237.0,85790.0
2012-04-23 20:00:00+00:00,20.34,83.7,410.0,54.28,366.0,414.25,2.46,239.0,85719.0
2012-04-23 21:00:00+00:00,19.29,89.13,455.0,262.43,288.0,414.2,2.35,252.0,85756.0
2012-04-23 22:00:00+00:00,18.25,94.57,291.0,306.24,162.0,414.15,2.25,264.0,85793.0
2012-04-23 23:00:00+00:00,17.21,100.0,121.0,316.76,64.0,414.1,2.15,276.0,85830.0
2012-04-24 00:00:00+00:00,16.95,100.0,0.0,0.0,0.0,417.3,2.17,302.0,85901.0
2012-04-24 01:00:00+00:00,16.69,100.0,0.0,0.0,0.0,420.5,2.18,328.0,85971.0
2012-04-24 02:00:00+00:00,16.43,100.0,0.0,0.0,0.0,423.7,2.19,354.0,86042.0
2012-04-24 03:00:00+00:00,16.41,100.0,0.0,0.0,0.0,425.75,2.24,11.0,86025.0
2012-04-24 04:00:00+00:00,16.38,100.0,0.0,0.0,0.0,427.8,2.29,28.0,86008.0
2012-04-24 05:00:00+00:00,16.35,100.0,0.0,0.0,0.0,429.85,2.34,45.0,85991.0
2012-04-24 06:00:00+00:00,16.26,100.0,0.0,0.0,0.0,429.98,2.22,49.0,85937.0
2012-04-24 07:00:00+00:00,16.17,100.0,0.0,0.0,0.0,430.12,2.09,53.0,85884.0
2012-04-24 08:00:00+00:00,16.08,100.0,0.0,0.0,0.0,430.25,1.96,58.0,85830.0
2012-04-24 09:00:00+00:00,16.32,100.0,0.0,0.0,0.0,428.78,2.18,62.0,85864.0
2012-04-24 10:00:00+00:00,16.55,100.0,0.0,0.0,0.0,427.32,2.41,67.0,85898.0
2012-04-24 11:00:00+00:00,16.79,100.0,0.0,0.0,0.0,425.85,2.63,71.0,85932.0
2012-04-24 12:00:00+00:00,17.36,99.5,4.0,0.0,4.0,426.12,2.76,65.0,86008.0
2012-04-24 13:00:00+00:00,17.94,99.01,97.0,0.0,97.0,426.38,2.89,58.0,86084.0
2012-04-24 14:00:00+00:00,18.52,98.51,96.0,0.0,96.0,426.65,3.02,52.0,86161.0
2012-04-24 15:00:00+00:00,18.59,94.86,115.0,0.0,115.0,427.9,3.42,50.0,86127.0
2012-04-24 16:00:00+00:00,18.66,91.2,342.0,20.67,323.0,429.15,3.82,48.0,86093.0
2012-04-24 17:00:00+00:00,18.72,87.55,135.0,3.04,132.0,430.4,4.22,46.0,86059.0
2012-04-24 18:00:00+00:00,18.9,84.68,581.0,79.6,502.0,429.43,4.14,50.0,85988.0
2012-04-24 19:00:00+00:00,19.08,81.82,178.0,7.51,171.0,428.47,4.06,53.0,85918.0
2012-04-24 20:00:00+00:00,19.26,78.95,164.0,4.94,160.0,427.5,3.99,56.0,85847.0
2012-04-24 21:00:00+00:00,18.59,81.94,126.0,0.0,126.0,426.35,3.42,57.0,85864.0
2012-04-24 22:00:00+00:00,17.93,84.94,103.0,0.0,103.0,425.2,2.86,57.0,85881.0
2012-04-24 23:00:00+00:00,17.27,87.93,35.0,0.0,35.0,424.05,2.29,57.0,85898.0
2012-04-25 00:00:00+00:00,16.82,91.95,0.0,0.0,0.0,425.35,2.19,55.0,85963.0
2012-04-25 01:00:00+00:00,16.38,95.98,0.0,0.0,0.0,426.65,2.09,53.0,86028.0
2012-04-25 02:00:00+00:00,15.94,100.0,0.0,0.0,0.0,427.95,1.99,50.0,86093.0
2012-04-25 03:00:00+00:00,15.6,100.0,0.0,0.0,0.0,426.53,2.12,48.0,86079.0
2012-04-25 04:00:00+00:00,15.26,100.0,0.0,0.0,0.0,425.12,2.26,45.0,86065.0
2012-04-25 05:00:00+00:00,14.91,100.0,0.0,0.0,0.0,423.7,2.4,43.0,86051.0
2012-04-25 06:00:00+00:00,14.68,100.0,0.0,0.0,0.0,421.97,2.3,43.0,85991.0
2012-04-25 07:00:00+00:00,14.44,100.0,0.0,0.0,0.0,420.23,2.21,43.0,85932.0
2012-04-25 08:00:00+00:00,14.21,100.0,0.0,0.0,0.0,418.5,2.11,42.0,85872.0
2012-04-25 09:00:00+00:00,14.57,100.0,0.0,0.0,0.0,417.48,2.34,44.0,85895.0
2012-04-25 10:00:00+00:00,14.92,100.0,0.0,0.0,0.0,416.47,2.56,45.0,85918.0
2012-04-25 11:00:00+00:00,15.28,100.0,0.0,0.0,0.0,415.45,2.79,46.0,85940.0
2012-04-25 12:00:00+00:00,16.55,96.73,92.0,275.9,51.0,417.12,3.2,51.0,85985.0
2012-04-25 13:00:00+00:00,17.82,93.45,331.0,590.02,100.0,418.78,3.6,55.0,86031.0
2012-04-25 14:00:00+00:00,19.09,90.18,574.0,732.3,127.0,420.45,4.01,60.0,86076.0
2012-04-25 15:00:00+00:00,19.32,86.04,511.0,141.71,399.0,420.7,4.16,60.0,86042.0
2012-04-25 16:00:00+00:00,19.55,81.91,586.0,118.59,477.0,420.95,4.31,61.0,86008.0
2012-04-25 17:00:00+00:00,19.77,77.77,1011.0,861.43,160.0,421.2,4.46,62.0,85974.0
2012-04-25 18:00:00+00:00,19.34,78.75,475.0,38.31,437.0,421.33,4.17,31.0,85915.0
2012-04-25 19:00:00+00:00,18.91,79.72,441.0,38.66,405.0,421.47,3.88,0.0,85855.0
2012-04-25 20:00:00+00:00,18.48,80.7,336.0,27.17,314.0,421.6,3.59,329.0,85796.0
2012-04-25 21:00:00+00:00,17.76,85.61,257.0,25.18,241.0,422.95,3.34,348.0,85827.0
2012-04-25 22:00:00+00:00,17.04,90.53,174.0,28.53,162.0,424.3,3.1,7.0,85858.0
2012-04-25 23:00:00+00:00,16.32,95.44,31.0,0.0,31.0,425.65,2.86,25.0,85889.0
2012-04-26 00:00:00+00:00,16.04,96.96,0.0,0.0,0.0,424.1,3.03,33.0,85934.0
2012-04-26 01:00:00+00:00,15.77,98.48,0.0,0.0,0.0,422.55,3.21,41.0,85980.0
2012-04-26 02:00:00+00:00,15.5,100.0,0.0,0.0,0.0,421.0,3.39,48.0,86025.0
2012-04-26 03:00:00+00:00,15.31,100.0,0.0,0.0,0.0,422.08,3.36,46.0,86017.0
2012-04-26 04:00:00+00:00,15.12,100.0,0.0,0.0,0.0,423.17,3.33,44.0,86008.0
2012-04-26 05:00:00+00:00,14.93,100.0,0.0,0.0,0.0,424.25,3.3,42.0,86000.0
2012-04-26 06:00:00+00:00,14.85,100.0,0.0,0.0,0.0,423.82,3.24,40.0,85960.0
2012-04-26 07:00:00+00:00,14.76,100.0,0.0,0.0,0.0,423.38,3.19,38.0,85920.0
